"name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","languagedependence","average","numwanting","numcomments","numplays","numplays_month","news","blogs","podcast","boardgamedesigner_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","desc_word_count","dif_players","main_category","difficulty"
"Lords of Hellas",2018,1,4,60,90,14,3,7.95468,392,951,7404,100,0,78,9,1,8,0,201,3,"Science Fiction","Complex"
"Antiquity",2004,2,4,120,180,14,3,7.9046,748,1190,6792,28,4,30,15,2,1,1,304,2,"Economic","Complex"
"Roll Player",2016,1,4,60,90,10,4,7.51822,820,1588,32232,381,2,183,46,1,12,1,128,3,"Dice","Simple"
"Battle Line",2000,2,2,30,30,12,2,7.41902,476,4473,80777,230,2,163,9,1,7,0,192,0,"Card Game","Simple"
"Imperial 2030",2009,2,6,120,180,12,1,7.68996,491,1055,8491,21,0,32,5,1,8,2,266,4,"Economic","Complex"
"The Quest for El Dorado",2017,2,4,30,60,10,2,7.569,630,1377,27033,520,9,136,18,1,4,5,81,2,"Adventure","Simple"
"Rokoko",2013,2,5,60,120,12,1,7.58448,753,1193,15197,100,3,142,34,3,9,4,237,3,"Economic","Complex"
"Burgle Bros.",2015,1,4,45,90,12,3,7.58491,860,1458,22044,119,2,115,24,1,4,3,111,3,"Other","Simple"
"\u05e7\u05d9\u05e0\u05d2\u05d3\u05d5\u05de\u05d9\u05e0\u05d5",2016,2,4,15,20,8,1,7.364,346,3644,159387,1878,7,322,59,1,21,12,140,2,"Fantasy","Simple"
"Mysterium",2015,2,7,42,42,10,1,7.36277,711,3819,71543,583,5,317,82,2,14,13,603,5,"Deduction","Simple"
"Pulsar 2849",2017,2,4,60,90,14,1,7.76394,483,769,11581,103,3,95,17,1,9,6,185,2,"Dice","Complex"
"Above and Below",2015,2,4,90,90,13,4,7.47444,650,2237,24348,101,3,169,50,1,10,7,436,2,"Adventure","Complex"
"The Manhattan Project  Energy Empire",2016,1,5,60,120,13,3,7.80513,545,839,11935,50,1,72,26,2,3,3,245,4,"Dice","Complex"
"\u82b1\u898b\u5c0f\u8def",2013,2,2,15,15,10,1,7.554,479,1445,35942,485,2,157,20,1,15,1,94,0,"Card Game","Simple"
"Modern Art",1992,3,5,45,45,10,1,7.38414,637,4163,33703,148,1,202,25,1,19,9,110,2,"Card Game","Simple"
"Onitama",2014,2,2,15,20,8,1,7.44317,561,2110,57201,397,5,147,36,1,7,4,157,0,"Abstract Strategy","Simple"
"Here I Stand  Wars of the Reformation 1517-1555",2006,2,6,180,360,12,4,7.93077,422,1259,6100,2,0,60,20,1,3,5,281,4,"Wargame","Complex"
"Sid Meier's Civilization  The Board Game",2010,2,4,120,240,13,4,7.43552,405,2501,20182,39,1,92,15,1,14,10,447,2,"Other","Complex"
"Charterstone",2017,1,6,45,75,14,4,7.52181,461,1852,61116,451,1,174,67,1,13,7,160,5,"Economic","Complex"
"Dungeon Lords",2009,2,4,90,90,12,3,7.40486,509,2658,22213,39,2,87,20,1,11,11,339,2,"Economic","Complex"
"Small World",2009,2,5,40,80,8,1,7.2852,897,9109,128815,297,12,313,48,1,13,30,255,3,"Fantasy","Simple"
"Letters from Whitechapel",2011,2,6,60,60,14,1,7.42067,720,2253,21870,57,5,105,30,2,15,1,182,4,"Bluffing","Complex"
"Hive",2000,2,2,20,20,9,1,7.32204,568,5960,141902,372,0,186,23,1,16,5,157,0,"Abstract Strategy","Simple"
"Der Widerstand",2009,5,10,30,30,13,1,7.31093,263,5810,145451,300,6,299,44,1,17,3,275,5,"Bluffing","Simple"
"Star Wars  Armada",2015,2,2,120,120,14,4,7.88574,284,791,9601,69,3,84,27,2,5,5,410,0,"Fighting","Complex"
"Agricola  All Creatures Big and Small",2012,2,2,30,30,13,2,7.41056,677,2512,37789,84,4,199,16,1,9,7,192,0,"Animals","Simple"
"Cthulhu Wars",2015,2,4,90,120,14,3,7.93489,440,880,10208,76,2,132,32,2,6,2,253,2,"Fantasy","Complex"
"Bruges",2013,2,4,60,60,10,4,7.44474,1002,1907,31845,111,7,202,34,1,8,7,211,2,"Card Game","Complex"
"Merchants & Marauders",2010,2,4,180,180,13,4,7.42923,954,2725,20883,30,1,100,20,2,8,6,287,2,"Adventure","Complex"
"Tainted Grail  The Fall of Avalon",2019,1,4,60,120,14,4,8.99553,312,884,4320,819,0,21,2,2,4,0,355,3,"Adventure","Complex"
"Ethnos",2017,2,6,45,60,14,2,7.49888,598,1402,26208,229,2,71,29,1,10,4,316,4,"Fantasy","Simple"
"Just One",2018,3,7,20,20,8,5,7.60502,324,961,45264,2661,4,124,23,2,8,6,188,4,"Party Game","Simple"
"Century  Spice Road",2017,2,5,30,45,8,1,7.3768,547,2373,64782,615,7,230,39,1,13,8,133,3,"Card Game","Simple"
"Ghost Stories",2008,1,4,60,60,12,1,7.34322,826,4054,58753,135,7,171,41,1,4,5,459,3,"Fantasy","Complex"
"Mission  Red Planet (Second Edition)",2015,2,6,45,90,14,3,7.48955,599,1275,15243,78,1,60,12,2,5,0,337,4,"Science Fiction","Simple"
"Telestrations",2009,4,8,30,30,12,4,7.41564,183,1985,45145,404,0,145,29,1,15,9,128,4,"Humor","Simple"
"Century  Golem Edition",2017,2,5,30,45,8,1,7.72002,399,899,19592,251,3,72,12,1,2,0,119,3,"Card Game","Simple"
"Tikal",1999,2,4,90,90,10,1,7.34151,618,3984,31189,68,5,127,19,2,12,5,75,2,"Other","Complex"
"Glass Road",2013,1,4,20,80,13,2,7.4533,837,1766,29926,94,2,348,24,1,10,1,277,3,"Economic","Complex"
"Dixit",2008,3,6,30,30,8,1,7.2791,442,7371,123006,661,5,359,53,1,17,27,182,3,"Card Game","Simple"
"Acquire",1964,2,6,90,90,12,1,7.34739,496,5582,36284,86,2,147,17,1,11,2,135,4,"Economic","Complex"
"Evolution  Climate",2016,2,6,60,60,12,3,7.68037,443,1118,10721,81,2,77,14,3,4,2,229,4,"Animals","Complex"
"Neuroshima Hex! 3.0",2006,1,4,30,30,13,1,7.41191,398,2723,55215,148,19,121,14,1,9,0,251,3,"Fighting","Complex"
"Takenoko",2011,2,4,45,45,8,1,7.29391,767,4686,88227,476,3,270,41,1,17,17,131,2,"Animals","Simple"
"Tiny Epic Galaxies",2015,1,5,30,45,14,3,7.3869,508,2427,45128,279,3,206,48,1,11,3,223,4,"Dice","Simple"
"Die Macher",1986,3,5,240,240,14,1,7.6228,494,1911,6146,10,4,37,21,1,6,4,212,2,"Economic","Complex"
"Arboretum",2015,2,4,30,30,8,1,7.41418,651,2190,38184,488,5,216,35,1,10,4,261,2,"Bluffing","Simple"
"Endeavor",2009,3,5,90,90,12,1,7.42116,422,2014,22479,8,1,48,14,2,8,11,424,2,"Other","Complex"
"Notre Dame",2007,2,5,45,75,10,1,7.35881,468,2826,38685,48,3,132,17,1,5,10,269,3,"Economic","Complex"
"Love Letter",2012,2,4,20,20,10,2,7.24334,211,9044,256495,1111,18,611,62,1,27,23,156,2,"Card Game","Simple"
"Paladins of the West Kingdom",2019,1,4,90,120,12,2,8.13809,389,602,6498,899,1,29,8,2,11,0,211,3,"Medieval","Complex"
"Claustrophobia",2009,2,2,45,45,14,3,7.53725,536,1658,16072,19,4,45,6,1,2,7,204,0,"Adventure","Simple"
"In the Year of the Dragon",2007,2,5,75,100,12,1,7.37578,451,2422,26240,28,2,59,10,1,6,6,204,3,"Economic","Complex"
"Clash of Cultures",2012,2,4,180,240,14,4,7.63548,536,1256,10380,23,5,63,18,1,3,2,302,2,"Economic","Complex"
"Heaven & Ale",2017,2,4,60,90,12,1,7.6107,391,816,15805,156,6,125,17,2,5,7,145,2,"Economic","Complex"
"San Juan",2004,2,4,45,60,10,3,7.26819,461,5411,93673,126,0,194,18,1,8,11,194,2,"Card Game","Simple"
"Survive  Escape from Atlantis!",1982,2,4,45,60,8,1,7.30441,653,4198,50092,178,3,149,34,1,14,2,195,2,"Adventure","Simple"
"Blood Bowl  Living Rulebook",2004,2,2,120,120,12,3,7.85787,41,606,14107,5,0,45,3,1,2,0,131,0,"Fantasy","Complex"
"The Pillars of the Earth",2006,2,4,90,120,12,3,7.30107,783,3457,27372,43,2,83,28,2,13,20,199,2,"Economic","Complex"
"Res Arcana",2019,2,4,20,60,12,2,7.79118,611,747,16677,1142,5,80,11,1,5,1,97,2,"Card Game","Complex"
"Frank Herbert's Dune",1979,2,6,60,180,12,3,7.62114,684,1962,6267,9,2,90,21,3,3,0,239,4,"Bluffing","Complex"
"Saint Petersburg",2004,2,4,45,60,10,1,7.31287,531,3277,64243,70,3,106,15,1,5,11,212,2,"Card Game","Simple"
"The Manhattan Project",2012,2,5,120,120,13,1,7.39886,561,1799,17833,26,2,98,16,1,8,1,202,3,"Economic","Complex"
"Advanced Squad Leader Rule Book",1985,2,2,120,480,14,4,7.96931,117,1382,14805,28,1,206,12,1,3,0,381,0,"Wargame","Complex"
"Civilization",1980,2,7,360,360,12,2,7.50779,228,2158,4703,7,2,49,11,1,10,3,313,5,"Economic","Complex"
"Space Hulk (third edition)",2009,2,2,60,60,12,1,7.53737,385,1647,9722,6,0,64,8,1,1,8,124,0,"Fighting","Complex"
"Mice and Mystics",2012,1,4,60,90,7,4,7.34728,1086,3144,37187,97,2,249,41,1,9,8,337,3,"Adventure","Complex"
"Mythic Battles  Pantheon",2017,2,4,60,90,14,3,8.54641,192,627,6314,44,3,50,9,1,2,0,432,2,"Card Game","Complex"
"Codenames  Pictures XXL",2016,2,8,15,15,10,1,7.30484,158,2122,67261,604,5,153,26,1,21,5,106,6,"Card Game","Simple"
"At the Gates of Loyang",2009,1,4,60,120,10,3,7.38164,754,2363,28593,105,3,131,23,1,12,2,201,3,"Economic","Complex"
"Ticket to Ride  M\u00e4rklin",2006,2,5,30,60,8,1,7.40806,424,2082,15095,9,1,30,8,1,1,5,275,3,"Other","Simple"
"Blood Bowl  Team Manager \u2013 The Card Game",2011,2,4,90,90,14,4,7.3801,237,1876,22101,26,2,101,26,1,6,4,243,2,"Card Game","Simple"
"Bruxelles 1893",2013,2,5,50,125,13,1,7.64441,423,887,10512,37,2,54,24,1,5,4,229,3,"Economic","Complex"
"King of Tokyo",2011,2,6,30,30,8,3,7.20929,701,8916,239314,1004,18,510,54,1,31,22,199,4,"Dice","Simple"
"Harry Potter  Hogwarts Battle",2016,2,4,30,60,11,3,7.49469,378,1664,49814,939,4,108,29,3,6,5,142,2,"Card Game","Simple"
"Nippon",2015,2,4,60,120,12,1,7.71682,421,633,8952,29,2,87,39,2,4,5,271,2,"Economic","Complex"
"Altiplano",2017,2,5,60,120,12,1,7.55935,454,963,15712,172,5,90,23,1,13,3,261,3,"Other","Complex"
"Tapestry",2019,1,5,90,120,12,3,7.53288,562,1329,21104,1338,1,83,17,1,12,0,119,4,"Other","Complex"
"\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!",1997,3,6,30,30,10,1,7.22039,846,5437,119591,662,1,231,16,1,26,1,176,3,"Card Game","Simple"
"Macao",2009,2,4,50,100,12,3,7.42939,883,1663,21123,45,1,104,17,1,4,5,344,2,"Dice","Complex"
"Sherlock Holmes Consulting Detective  Jack the Ripper & West End Adventures",2017,1,8,60,120,10,5,7.8495,381,589,6154,49,1,26,13,3,5,0,130,7,"Deduction","Simple"
"BattleCON  Devastation of Indines",2013,1,5,45,45,10,4,7.96854,222,724,9821,5,2,37,8,1,2,2,226,4,"Card Game","Complex"
"Azul  Stained glass of Sintra \/ Les vitraux de Sintra",2018,2,4,30,45,8,1,7.50682,384,896,23382,565,6,72,10,1,12,1,96,2,"Abstract Strategy","Simple"
"Fresco",2010,2,4,60,60,10,1,7.30441,501,2344,21764,50,4,80,15,3,5,19,215,2,"Other","Complex"
"Arkham Horror",2005,1,8,120,240,14,4,7.277,448,8263,72624,106,3,341,72,2,13,2,241,7,"Adventure","Complex"
"51st State  Master Set",2016,1,4,60,90,14,3,7.6766,293,823,12631,86,6,126,15,1,3,1,221,3,"Card Game","Complex"
"San Juan (Second Edition)",2014,2,4,45,60,10,4,7.54184,285,937,14915,163,1,44,4,1,6,0,255,2,"Card Game","Simple"
"Maria",2009,2,3,210,210,14,2,7.95522,399,785,4643,13,0,36,10,1,1,5,206,1,"Bluffing","Complex"
"Berenpark",2017,2,4,30,45,8,1,7.35879,780,1415,34873,592,3,201,29,1,13,3,262,2,"Animals","Simple"
"Lancaster",2011,2,5,60,60,10,1,7.43942,368,1369,12585,25,4,102,11,1,1,4,238,3,"Medieval","Complex"
"A Few Acres of Snow",2011,2,2,60,120,14,2,7.40827,654,1856,18956,21,1,99,24,1,3,10,257,0,"Card Game","Complex"
"Western Legends",2018,2,6,60,90,14,3,7.6968,567,962,8833,207,2,57,20,1,9,3,242,4,"Other","Complex"
"Risk Legacy",2011,3,5,60,60,13,3,7.45592,321,1561,24061,60,7,190,25,2,3,5,610,2,"Science Fiction","Complex"
"Cryptid",2018,3,5,30,50,10,3,7.56144,477,799,25390,822,3,67,25,2,7,2,246,2,"Deduction","Simple"
"KeyForge  Call of the Archons",2018,2,2,15,45,14,4,7.47322,127,1260,81852,975,7,170,47,1,5,7,729,0,"Card Game","Simple"
"The Godfather  Corleone's Empire",2017,2,5,60,90,14,2,7.59272,199,806,9470,79,3,52,24,1,10,2,177,3,"Economic","Complex"
"Glen More",2010,2,5,45,70,10,2,7.33452,703,1933,26527,59,6,138,19,1,3,4,162,3,"Economic","Complex"
"Quadropolis",2016,2,4,30,60,8,1,7.32291,517,1527,29499,171,7,178,37,1,7,5,385,2,"Other","Simple"
"Flash Point  Fire Rescue",2011,2,6,45,45,10,2,7.22285,509,3833,64308,199,2,311,26,1,10,5,309,4,"Adventure","Simple"
"Pax Pamir (Second Edition)",2019,1,5,45,120,13,3,8.38785,431,448,5463,218,1,57,8,1,2,0,316,4,"Economic","Complex"
"Millennium Blades",2016,2,5,80,120,12,4,7.76116,345,787,6166,25,3,131,39,1,2,6,229,3,"Card Game","Complex"
"Lost Cities",1999,2,2,30,30,10,1,7.16511,472,8324,209943,694,9,283,30,1,20,6,460,0,"Card Game","Simple"
"Dice Forge",2017,2,4,45,45,10,1,7.31923,422,1679,39240,416,3,83,28,1,8,7,162,2,"Dice","Simple"
"BattleLore",2006,2,2,60,60,10,3,7.36901,312,2816,25763,4,1,66,12,1,2,9,159,0,"Fantasy","Complex"
"Lord of the Rings  The Confrontation (Deluxe Edition)",2005,2,2,30,30,14,3,7.4873,272,1439,17097,39,1,20,0,3,9,2,348,0,"Adventure","Simple"
"Firefly  The Game",2013,1,4,120,240,13,4,7.38851,353,2132,17886,52,3,91,43,3,4,1,217,3,"Movies / TV / Radio theme","Complex"
"Innovation",2010,2,4,45,60,12,4,7.24041,467,3386,77107,243,12,254,22,1,12,4,110,2,"Card Game","Complex"
"Vindication",2018,2,5,45,150,14,3,7.94264,369,715,7249,292,0,34,2,1,1,1,235,3,"Fantasy","Complex"
"Kingsburg",2007,2,5,90,90,13,3,7.20503,809,3789,50359,83,0,156,25,2,10,7,260,3,"Dice","Simple"
"1775  Rebellion",2013,2,4,60,120,10,2,7.70564,426,999,7295,26,0,61,24,2,4,5,221,2,"Wargame","Simple"
"KLASK",2014,2,2,10,10,8,1,7.62368,191,629,45811,959,4,81,11,1,10,5,438,0,"Action / Dexterity","Simple"
"Heroscape Master Set  Rise of the Valkyrie",2004,2,4,90,90,8,3,7.42583,209,2878,26015,18,1,57,6,3,2,3,461,2,"Adventure","Simple"
"Amun-Re",2003,3,5,90,90,12,1,7.32989,444,2634,23832,29,6,70,11,1,13,8,126,2,"Economic","Complex"
"Sheriff of Nottingham",2014,3,5,60,60,14,2,7.18014,574,4060,49903,221,4,174,36,2,16,7,251,2,"Bluffing","Simple"
"G\u00f9g\u014dng",2018,1,5,60,90,12,1,7.56178,437,946,11937,172,3,69,13,1,10,4,472,4,"Medieval","Complex"
"Pandemic  The Cure",2014,2,5,30,30,8,2,7.32262,432,1566,41793,140,5,223,29,1,5,4,297,3,"Dice","Simple"
"Gizmos",2018,2,4,40,50,14,1,7.49782,469,755,23875,532,5,60,18,1,11,4,116,2,"Card Game","Simple"
"Amerigo",2013,2,4,90,90,10,1,7.47349,354,1168,12433,41,3,104,19,1,2,2,232,2,"Other","Complex"
"Shadows of Brimstone  City of the Ancients",2014,1,4,120,120,12,4,7.98943,407,704,10475,35,4,183,15,1,1,2,311,3,"Adventure","Complex"
"Space Base",2018,2,5,60,60,14,2,7.50685,600,941,28876,780,5,75,12,1,4,2,236,3,"Dice","Simple"
"The Great Zimbabwe",2012,2,5,90,150,14,2,7.77814,580,728,9329,56,1,54,16,2,1,0,514,3,"Economic","Complex"
"Blood Bowl (Third Edition)",1994,2,2,180,180,12,2,7.53951,139,1143,9272,4,2,45,7,1,1,0,59,0,"Fantasy","Complex"
"Spartacus  A Game of Blood & Treachery",2012,3,4,120,180,17,3,7.45665,193,1248,11194,47,1,54,19,3,8,2,397,1,"Fighting","Complex"
"Santa Maria",2017,1,4,45,90,12,1,7.58448,391,697,12568,118,2,84,18,2,10,3,215,3,"Other","Complex"
"Dominion (Second Edition)",2016,2,4,30,30,14,3,8.01363,75,363,10959,200,2,9,1,1,6,0,390,2,"Card Game","Simple"
"Stockpile",2015,2,5,45,45,13,1,7.53544,498,955,13071,113,3,95,29,2,3,1,377,3,"Economic","Simple"
"Descent  Journeys in the Dark",2005,2,5,120,240,13,4,7.30766,296,2888,20622,3,1,102,9,1,8,1,176,3,"Adventure","Complex"
"\u05d4\u05de\u05d3\u05d1\u05e8 \u05d4\u05e0\u05e2\u05dc\u05dd",2013,2,5,45,45,10,2,7.17613,499,3876,49506,216,5,147,28,1,13,7,152,3,"Adventure","Simple"
"Mansions of Madness",2011,2,5,120,180,13,4,7.3116,346,2287,18700,32,3,260,38,1,7,5,171,3,"Adventure","Complex"
"London",2010,2,4,90,90,13,3,7.37509,310,1548,17926,16,1,105,12,1,2,5,271,2,"Economic","Complex"
"Madeira",2013,2,4,60,150,12,1,7.63862,420,857,7946,26,3,78,27,2,5,3,362,2,"Dice","Complex"
"Thunderstone Quest",2018,2,4,60,90,14,4,8.0169,302,640,8141,109,1,57,17,3,1,1,246,2,"Card Game","Complex"
"Roads & Boats",1999,1,4,240,240,14,1,7.74601,708,1033,5734,21,4,59,17,2,1,0,322,3,"Economic","Complex"
"Raptor",2015,2,2,25,25,9,1,7.37388,615,1132,20359,170,0,51,12,2,6,2,137,0,"Animals","Simple"
"Scripts and Scribes",2007,2,4,30,30,10,1,7.20235,623,3407,64560,222,3,215,22,1,11,3,291,2,"Card Game","Simple"
"Nemo's War (Second Edition)",2017,1,4,60,120,13,4,8.03195,511,799,5515,62,2,75,19,1,4,3,149,3,"Adventure","Complex"
"Sentinels of the Multiverse",2011,2,5,30,60,8,4,7.25728,268,3255,77596,220,3,325,61,3,2,1,270,3,"Card Game","Simple"
"Pandemic  Reign of Cthulhu",2016,2,4,40,40,14,3,7.43131,299,1101,15329,117,1,94,25,2,8,1,188,2,"Other","Simple"
"Deus",2014,2,4,60,90,14,3,7.34651,400,1307,21164,51,7,192,28,1,5,8,231,2,"Other","Complex"
"Egizia",2009,2,4,90,90,12,3,7.44426,450,1055,17035,21,1,51,4,5,6,4,408,2,"Other","Complex"
"Sword & Sorcery  Immortal Souls",2017,1,5,60,90,12,3,8.07925,431,757,7150,87,3,26,14,2,8,0,206,4,"Adventure","Complex"
"Star Wars  X-Wing Miniatures Game \u2013 The Force Awakens Core Set",2015,2,2,30,45,14,3,7.89873,61,419,4773,5,0,8,1,6,7,0,175,0,"Miniatures","Complex"
"Hanabi Deluxe",2010,2,5,25,25,8,1,7.11663,271,5986,180366,791,11,422,52,1,21,7,167,3,"Card Game","Simple"
"Commands & Colors  Napoleonics",2010,2,2,90,90,14,3,7.9768,250,731,9766,21,0,71,6,1,1,4,114,0,"Wargame","Complex"
"Time's Up! Title Recall!",2008,4,18,60,60,12,5,7.73637,162,665,11547,25,0,32,13,2,1,2,102,14,"Humor","Simple"
"Archipelago",2012,2,5,30,240,14,3,7.36218,784,1665,14447,37,2,85,22,1,2,1,399,3,"Economic","Complex"
"Abyss",2014,2,4,30,60,14,3,7.30668,493,1546,22642,156,6,128,25,2,6,6,184,2,"Card Game","Simple"
"Labyrinth  The War on Terror",2010,1,2,180,180,12,4,7.58453,351,1200,8846,24,0,57,14,1,4,8,549,1,"Wargame","Complex"
"Bunny Kingdom",2017,2,4,40,60,12,2,7.43388,533,989,19004,347,5,80,19,1,12,3,157,2,"Animals","Simple"
"Colt Express",2014,2,6,30,40,10,1,7.15254,459,3291,60245,375,12,216,57,1,16,18,592,4,"Fighting","Simple"
"Small World Underground",2011,2,5,30,90,8,3,7.2902,382,1345,10439,24,3,28,7,1,6,0,184,3,"Fantasy","Complex"
"The Settlers of Catan",1995,3,4,60,120,10,2,7.17333,447,17143,243394,886,30,583,79,1,41,13,462,1,"Other","Simple"
"The Grizzled",2015,2,5,30,30,14,2,7.23252,358,2042,46614,173,5,173,55,2,9,7,177,3,"Card Game","Simple"
"PitchCar",1995,2,8,30,30,6,1,7.24467,912,2491,43336,159,0,114,20,1,5,5,272,6,"Action / Dexterity","Simple"
"First Class  All Aboard the Orient Express!",2016,2,4,40,80,10,1,7.50274,307,741,14804,60,3,111,11,1,6,4,308,2,"Card Game","Complex"
"Euphoria  Build a Better Dystopia",2013,2,6,60,60,13,3,7.27641,590,1748,21277,79,2,156,48,2,7,3,489,4,"Science Fiction","Complex"
"Freedom  The Underground Railroad",2012,1,4,60,120,13,3,7.5953,678,979,8070,38,4,109,25,1,3,3,257,3,"Economic","Complex"
"One Night Ultimate Werewolf",2014,3,10,10,10,8,1,7.18099,241,3197,154157,588,4,223,62,2,7,5,108,7,"Bluffing","Simple"
"Legends of Andor",2012,2,4,60,90,10,4,7.22466,543,2335,33379,172,18,109,39,1,14,17,230,2,"Adventure","Complex"
"Friday",2011,1,1,25,25,13,2,7.17824,297,3199,78830,439,3,260,29,1,10,4,140,0,"Adventure","Simple"
"Pathfinder Adventure Card Game  Rise of the Runelords \u2013 Base Set",2013,1,4,90,90,13,4,7.24891,264,2478,78504,76,0,257,50,5,8,6,331,3,"Adventure","Complex"
"Chinatown",1999,3,5,60,60,12,1,7.29365,764,2121,15038,95,3,94,9,1,10,3,96,2,"Economic","Simple"
"Airlines Europe",2011,2,5,75,75,10,1,7.31962,528,1655,15205,23,3,99,10,1,7,7,337,3,"Economic","Simple"
"Vinhos",2010,2,4,60,135,12,1,7.49523,387,961,7832,19,3,77,11,1,7,4,347,2,"Economic","Complex"
"Photosynthesis",2017,2,4,30,60,10,1,7.19825,651,2024,24640,245,2,111,39,1,15,8,65,2,"Abstract Strategy","Simple"
"Libertalia",2012,2,6,40,60,14,3,7.19095,756,1990,26343,67,5,141,16,1,3,3,158,4,"Card Game","Simple"
"Ginkgopolis",2012,1,5,45,45,13,1,7.43265,807,987,18452,28,1,196,34,1,4,4,240,4,"Science Fiction","Complex"
"Shadows over Camelot",2005,3,7,60,80,10,3,7.12529,989,5734,46138,94,1,148,32,2,1,14,188,4,"Adventure","Complex"
"Monikers",2015,4,20,60,60,18,4,7.75446,166,543,9682,134,2,34,9,2,1,1,85,16,"Card Game","Simple"
"Citadels Classic",2000,2,8,20,60,10,3,7.09218,342,9414,101462,224,3,172,16,1,35,7,341,6,"Bluffing","Simple"
"Mystic Vale",2016,2,4,45,45,14,3,7.29941,302,1422,33232,261,6,188,41,1,5,4,150,2,"Card Game","Simple"
"Skull & Roses Red",2011,3,6,45,45,14,1,7.19603,382,2051,61378,565,3,129,18,1,4,6,216,3,"Bluffing","Simple"
"TZAAR",2007,2,2,30,60,13,1,7.68908,329,839,13462,38,2,46,3,1,5,6,207,0,"Abstract Strategy","Complex"
"Earth Reborn",2010,2,4,180,180,13,1,7.69881,307,1031,6562,1,1,47,4,1,2,6,273,2,"Adventure","Complex"
"Tales of the Arabian Nights",2009,1,6,120,120,12,4,7.2205,694,2770,19512,44,1,81,18,4,5,5,242,5,"Adventure","Simple"
"Newton",2018,1,4,90,90,14,1,7.63868,383,515,10100,146,4,48,15,2,9,4,236,3,"Other","Complex"
"Taj Mahal",2000,3,5,75,100,12,1,7.29777,350,2146,12571,23,1,53,4,1,7,5,260,2,"Bluffing","Complex"
"Aeon's End  Legacy",2019,1,4,45,90,14,5,8.32659,187,432,11284,292,1,23,4,2,2,0,226,3,"Card Game","Complex"
"Vikings",2007,2,4,60,60,10,1,7.25732,533,1826,32349,32,3,94,13,1,7,7,98,2,"Economic","Complex"
"Junk Art  \u03b7 \u03a4\u03ad\u03c7\u03bd\u03b7 \u03c4\u03b7\u03c2 \u0399\u03c3\u03bf\u03c1\u03c1\u03bf\u03c0\u03af\u03b1\u03c2",2016,2,6,30,30,8,1,7.47648,495,762,16168,187,1,107,21,2,4,2,149,4,"Action / Dexterity","Simple"
"Elysium",2015,2,4,60,60,14,2,7.25216,346,1453,17419,63,10,163,39,2,4,8,232,2,"Card Game","Complex"
"Imhotep",2016,2,4,40,40,10,2,7.21509,434,1648,28807,176,9,176,42,1,12,4,107,2,"Other","Simple"
"Schotten Totten",1999,2,2,20,20,8,1,7.31054,204,1367,34140,230,2,83,9,1,16,2,135,0,"Card Game","Simple"
"Hammer of the Scots",2002,2,2,120,180,12,2,7.55383,455,1514,6177,5,1,28,15,2,3,3,128,0,"Medieval","Complex"
"Downforce",2017,2,6,20,40,10,2,7.40037,459,909,22523,390,2,87,41,3,13,2,278,4,"Other","Simple"
"Mensa Connections",2004,1,4,45,45,10,1,7.13396,293,3848,74048,134,5,151,11,1,29,16,293,3,"Abstract Strategy","Simple"
"Lords of Vegas",2010,2,4,60,90,12,1,7.32776,627,1371,15955,57,1,112,27,2,2,2,315,2,"Dice","Simple"
"The Colonists",2016,1,4,30,360,12,3,7.7112,302,666,7009,30,5,129,17,1,3,6,126,3,"Other","Complex"
"The Fox in the Forest",2017,2,2,30,30,10,2,7.33709,326,1177,20055,369,3,109,14,1,8,4,81,0,"Animals","Simple"
"Star Wars  Destiny",2016,2,2,30,30,10,4,7.62056,113,675,58138,206,2,84,21,2,7,4,256,0,"Card Game","Simple"
"A Game of Thrones  The Card Game (Second Edition)",2015,2,4,60,120,14,4,7.64107,101,722,34932,46,1,31,60,2,6,2,574,2,"Card Game","Complex"
"Thurn and Taxis",2006,2,4,60,60,10,1,7.10833,430,3899,58387,88,0,102,11,2,10,19,420,2,"Other","Simple"
"Conan",2016,2,5,90,90,14,2,7.76046,258,894,7631,30,8,89,9,7,1,4,651,3,"Adventure","Complex"
"Paperback",2014,2,5,45,45,8,5,7.22706,586,1784,25810,102,5,142,28,1,5,3,101,3,"Card Game","Simple"
"Maracaibo",2019,1,4,60,150,12,2,8.30438,635,402,4487,1041,0,51,2,1,8,0,115,3,"Economic","Complex"
"StarCraft  The Board Game",2007,2,6,180,240,12,4,7.33733,414,1691,9560,11,0,41,7,2,7,4,529,4,"Fighting","Complex"
"A Game of Thrones",2003,3,5,180,180,12,2,7.23374,190,2615,11070,5,1,25,6,2,12,3,149,2,"Bluffing","Complex"
"RoboRally",1994,2,8,45,120,12,3,7.09347,522,5358,45862,62,3,119,15,1,6,3,405,6,"Miniatures","Simple"
"Last Will",2011,2,5,45,75,14,1,7.20216,550,1690,20301,58,3,99,14,1,10,4,584,3,"Card Game","Complex"
"Evolution",2014,2,6,60,60,12,3,7.17659,463,2244,30218,177,10,217,30,3,10,3,216,4,"Animals","Simple"
"Automobile",2009,3,5,120,120,12,1,7.33816,346,1437,10611,8,2,37,14,1,8,6,245,2,"Economic","Complex"
